,SHOT
16445,1001116005
16446,1001116006
16447,1001116007
16450,1001121001
16451,1001121002
16452,1001121003
16453,1001121004
16454,1001121005
16455,1001121006
16456,1001121007
16457,1001121008
16458,1001121009
16459,1001121010
16460,1001122001
16461,1001122002
16462,1001122003
16463,1001122004
16464,1001122005
16465,1001122006
16466,1001122007
16467,1001122008
16468,1001122009
16469,1001122010
16470,1001122011
16471,1001122012
16473,1001122014
16474,1001122015
16475,1001122016
16476,1001122017
16477,1001122018
16478,1001122019
16479,1001122020
16495,1001201016
16496,1001204001
16497,1001204002
16498,1001204003
16499,1001204004
16500,1001204005
16501,1001204006
16502,1001204007
16503,1001204008
16504,1001204009
16505,1001204010
16506,1001204011
16507,1001204012
16508,1001204013
16509,1001204014
16510,1001204015
16511,1001204016
16512,1001204017
16513,1001204018
16514,1001204019
16515,1001204020
16516,1001205001
16517,1001205002
16518,1001205003
16519,1001205004
16520,1001205005
16521,1001205006
16522,1001205007
16523,1001205008
16525,1001205010
16526,1001205011
16527,1001205012
16528,1001205013
16529,1001205014
16530,1001205015
16531,1001205016
16532,1001205017
16533,1001205018
16534,1001205019
16535,1001205020
16536,1001206001
16537,1001206002
16538,1001206003
16539,1001206004
16540,1001206005
16541,1001206006
16542,1001206007
16543,1001206008
16544,1001206009
16545,1001206010
16546,1001206011
16547,1001206012
16548,1001206013
16549,1001206014
16551,1001207001
16552,1001207002
16553,1001207003
16554,1001207004
16555,1001207005
16556,1001207006
16557,1001207007
16558,1001207008
16559,1001207009
16560,1001207010
16561,1001207011
16562,1001207012
16563,1001207013
16564,1001207014
16565,1001207015
16566,1001207016
16567,1001207017
16568,1001208001
16569,1001208002
16570,1001208003
16571,1001208004
16572,1001208005
16573,1001208006
16574,1001208007
16575,1001208008
16577,1001208010
16578,1001208011
16579,1001208012
16580,1001208013
16581,1001208014
16583,1001208016
16584,1001208017
16585,1001208018
16586,1001208019
16587,1001212001
16588,1001212002
16589,1001212003
16590,1001212004
16591,1001212005
16592,1001212006
16593,1001212007
16594,1001212008
16595,1001212009
16596,1001212010
16597,1001212011
16598,1001212012
16599,1001212013
16600,1001213001
16601,1001213002
16602,1001213003
16603,1001213004
16604,1001213005
16605,1001213006
16606,1001213007
16607,1001213008
16608,1001213009
16609,1001213010
16610,1001213011
16611,1001213012
16612,1001213013
16613,1001213014
16614,1001213015
16615,1001213016
16616,1001213017
16617,1001213018
16618,1001213019
16619,1001213020
16620,1001213021
16621,1001213022
16622,1001214001
16623,1001214002
16624,1001214003
16625,1001214004
16626,1001214005
16627,1001214006
16628,1001214007
16629,1001214008
16630,1001214009
16631,1001214010
16632,1001214011
16633,1001214012
16634,1001214013
16635,1001214014
16636,1001214015
16637,1001214016
16638,1001214017
16639,1001214018
16640,1001214019
16641,1001214020
16642,1001214021
16643,1001214022
16644,1001214023
16645,1001214024
16647,1001215002
16648,1001215003
16649,1001215004
16650,1001215005
16651,1001215006
16652,1001215007
16653,1001215008
16654,1001215009
16655,1001215010
16656,1001215011
16657,1001215012
16658,1001215013
16660,1001215015
16661,1001215016
16662,1001215017
16663,1001215018
16664,1001215019
16665,1001215020
16666,1001215021
16667,1001215022
16668,1001215023
16669,1001215024
16670,1001219001
16671,1001219002
16672,1001219003
16673,1001219004
16674,1001219005
16675,1001219006
16676,1001219007
16677,1001219008
16678,1001219009
16679,1001219010
16680,1001219011
16681,1001219012
16682,1001219013
16683,1001219014
16684,1001219015
16685,1001220001
16686,1001220002
16687,1001220003
16688,1001220004
16689,1001220005
16690,1001220006
16691,1001220007
16692,1001220008
16693,1001220009
16694,1001220010
16695,1001220011
16696,1001220012
16697,1001220013
16698,1001220014
16699,1001220015
16700,1001220016
16701,1001220017
16702,1001220018
16703,1001220019
16704,1001220020
16705,1001220021
16707,1001220023
16708,1001220024
16709,1001220025
16710,1001222001
16711,1001222002
16712,1001222003
16713,1001222004
16714,1001222005
16715,1001222006
16716,1001222007
16717,1001222008
16718,1001222009
16719,1001222010
16772,1010515034
16773,1010516001
16774,1010516002
16775,1010516003
16776,1010516004
16789,1010524002
16794,1010524007
16795,1010524008
16796,1010524009
16801,1010524014
16802,1010524015
16804,1010524017
16805,1010525001
16806,1010525002
16807,1010525003
16808,1010525004
16809,1010525005
16810,1010525006
16811,1010525007
16812,1010525008
16813,1010525009
16814,1010525010
16815,1010525011
16816,1010525012
16817,1010525013
16818,1010525014
16819,1010525015
16820,1010525016
16821,1010525017
16822,1010525018
16824,1010525020
16825,1010525021
16840,1010530003
16842,1010530005
16843,1010530006
16844,1010530007
16845,1010530008
16847,1010530010
16848,1010530011
16849,1010530012
16850,1010530013
16851,1010530014
16852,1010530015
16853,1010530016
16856,1010601003
16857,1010601004
16858,1010601005
16859,1010601006
16860,1010601007
16861,1010601008
16862,1010601009
16863,1010601010
16864,1010601011
16865,1010601012
16866,1010604001
16867,1010604002
16868,1010604003
16869,1010604004
16870,1010604005
16871,1010604006
16872,1010604007
16873,1010604008
16874,1010604009
16875,1010604010
16876,1010604011
16877,1010604012
16878,1010604013
16879,1010604014
16880,1010604015
16881,1010604016
16884,1010605003
16885,1010605004
16886,1010605005
16887,1010605006
16888,1010605007
16889,1010605008
16890,1010605009
16891,1010605010
16892,1010605011
16893,1010605012
16895,1010605014
16896,1010605015
16897,1010605016
16898,1010606001
16901,1010606004
16904,1010606007
16905,1010606008
16906,1010606009
16907,1010606010
16908,1010606011
16909,1010606012
16910,1010606013
16911,1010606014
16912,1010606015
16913,1010606016
16914,1010606017
16916,1010608002
16917,1010608003
16918,1010608004
16919,1010608005
16920,1010608006
16921,1010608007
16922,1010608008
16923,1010608009
16924,1010608010
16925,1010608011
16926,1010608012
16927,1010608013
16928,1010608014
16929,1010608015
16930,1010608016
16931,1010608017
16938,1010612001
16939,1010612002
16940,1010612003
16941,1010612004
16942,1010612005
16943,1010612006
16944,1010612007
16945,1010612008
16946,1010612009
16947,1010612010
16948,1010612011
16949,1010612012
16951,1010612014
16952,1010613001
16953,1010613002
16956,1010613005
16957,1010613006
16958,1010613007
16959,1010613008
16960,1010613009
16961,1010613010
16962,1010613011
16963,1010613012
16964,1010613013
16965,1010613014
16966,1010613015
16967,1010613016
16969,1010613018
16970,1010613019
16972,1010614002
16973,1010614003
16974,1010614004
16975,1010614005
16976,1010614006
16977,1010614007
16978,1010614008
16979,1010614009
16980,1010614010
16981,1010614011
16982,1010614012
16983,1010614013
16984,1010614014
16985,1010614015
16986,1010614016
16987,1010614017
16989,1010615002
16990,1010615003
16992,1010615005
16993,1010615006
16994,1010615007
16995,1010615008
16996,1010615009
16997,1010615010
16998,1010615011
16999,1010615012
17000,1010615013
17001,1010615014
17002,1010615015
17003,1010615016
17004,1010615017
17005,1010615018
17006,1010615019
17007,1010615020
17008,1010615021
17009,1010615022
17010,1010619001
17011,1010619002
17012,1010619003
17013,1010619004
17014,1010619005
17015,1010619006
17016,1010619007
17017,1010619008
17019,1010619010
17020,1010619011
17021,1010619012
17022,1010619013
17023,1010619014
17024,1010620001
17025,1010620002
17026,1010620003
17027,1010620004
17028,1010620005
17029,1010620006
17030,1010620007
17031,1010620008
17032,1010620009
17033,1010620010
17034,1010620011
17035,1010620012
17036,1010620013
17037,1010620014
17038,1010620015
17039,1010620016
17040,1010620017
17041,1010620018
17042,1010620019
17043,1010620020
17044,1010621001
17045,1010621002
17046,1010621003
17047,1010621004
17048,1010621005
17049,1010621006
17050,1010621007
17051,1010621008
17052,1010621009
17053,1010621010
17054,1010621011
17055,1010621012
17056,1010621013
17057,1010621014
17058,1010621015
17060,1010621017
17061,1010621018
17062,1010621019
17063,1010621020
17064,1010621021
17065,1010622001
17066,1010622002
17067,1010622003
17068,1010622004
17069,1010622005
17070,1010622006
17074,1010626003
17075,1010626004
17076,1010626005
17077,1010626006
17078,1010626007
17079,1010626008
17080,1010626009
17081,1010626010
17082,1010626011
17083,1010626012
17093,1010627001
17094,1010627002
17095,1010627003
17097,1010627005
17098,1010627006
17099,1010627007
17100,1010627008
17101,1010627009
17102,1010627010
17103,1010627011
17104,1010627012
17105,1010627013
17106,1010627014
17107,1010627015
17108,1010627016
17109,1010627017
17110,1010627018
17111,1010627019
17112,1010627020
17113,1010627021
17114,1010627022
17115,1010628001
17117,1010628003
17118,1010628004
17119,1010628005
17120,1010628006
17121,1010628007
17122,1010628008
17123,1010628009
17124,1010628010
17125,1010628011
17126,1010628012
17127,1010628013
17128,1010628014
17129,1010628015
17130,1010628016
17131,1010628017
17132,1010628018
17133,1010628019
17134,1010628020
17135,1010628021
17136,1010629001
17137,1010629002
17138,1010629003
17139,1010629004
17140,1010629005
17141,1010629006
17142,1010629007
17143,1010629008
17144,1010629009
17145,1010629010
17146,1010629011
17147,1010629012
17148,1010629013
17149,1010629014
17150,1010629015
17151,1010629016
17152,1010629017
17153,1010629018
17154,1010629019
17155,1010629020
17156,1010629021
17180,1010703001
17181,1010703002
17182,1010703003
17183,1010703004
17184,1010703005
17185,1010703006
17186,1010703007
17187,1010703008
17188,1010705001
17189,1010705002
17190,1010705003
17191,1010705004
17192,1010705005
17193,1010705006
17194,1010705007
17195,1010705008
17196,1010705009
17198,1010705011
17199,1010705012
17200,1010705013
17201,1010705014
17202,1010705015
17203,1010705016
17204,1010705017
17206,1010711001
17212,1010711007
17219,1010712005
17220,1010712006
17221,1010712007
17222,1010712008
17223,1010712009
17224,1010712010
17226,1010713002
17227,1010713003
17228,1010713004
17229,1010713005
17230,1010713006
17231,1010713007
17232,1010713008
17233,1010713009
17234,1010713010
17235,1010713011
17236,1010713012
17237,1010713013
17238,1010713014
17239,1010713015
17240,1010713016
17241,1010713017
17242,1010713018
17243,1010713019
17244,1010713020
17245,1010713021
17246,1010713022
17247,1010716001
17248,1010716002
17249,1010716003
17250,1010716004
17251,1010716005
17252,1010716006
17253,1010716007
17254,1010716008
17255,1010716009
17256,1010716010
17258,1010716012
17259,1010716013
17260,1010716014
17261,1010716015
17262,1010716016
17263,1010716017
17264,1010716018
17265,1010717001
17266,1010717002
17267,1010717003
17268,1010717004
17269,1010717005
17270,1010717006
17271,1010717007
17272,1010717008
17273,1010717009
17274,1010717010
17275,1010717011
17276,1010717012
17277,1010717013
17278,1010717014
17279,1010717015
17280,1010717016
17281,1010717017
17282,1010717018
17283,1010717019
17284,1010717020
17285,1010717021
17288,1010718003
17289,1010718004
17290,1010718005
17291,1010718006
17292,1010718007
17293,1010718008
17294,1010718009
17295,1010718010
17296,1010718011
17297,1010718012
17298,1010718013
17299,1010718014
17300,1010719001
17301,1010719002
17302,1010719003
17303,1010719004
17304,1010719005
17305,1010719006
17307,1010719008
17308,1010719009
17309,1010719010
17310,1010719011
17311,1010719012
17312,1010719013
17313,1010719014
17314,1010719015
17315,1010719016
17316,1010719017
17318,1010719019
17319,1010719020
17320,1010719021
17321,1010719022
17323,1010720002
17324,1010720003
17325,1010720004
17326,1010720005
17327,1010720006
17328,1010720007
17329,1010720008
17330,1010720009
17331,1010720010
17332,1010720011
17333,1010720012
17334,1010720013
17335,1010720014
17336,1010720015
17337,1010720016
17338,1010720017
17339,1010720018
17340,1010720019
17341,1010720020
17342,1010720021
17343,1010720022
17344,1010720023
17345,1010720024
17346,1010720025
17347,1010720026
17350,1010723001
17351,1010723002
17352,1010723003
17353,1010723004
17354,1010723005
17355,1010723006
17356,1010723007
17357,1010723008
17358,1010723009
17359,1010723010
17360,1010723011
17361,1010723012
17362,1010723013
17363,1010723014
17364,1010723015
17365,1010723016
17366,1010723017
17367,1010723018
17369,1010723020
17370,1010723021
17371,1010723022
17372,1010723023
17373,1010723024
17374,1010724001
17375,1010724002
17376,1010724003
17377,1010724004
17378,1010724005
17379,1010724006
17380,1010724007
17381,1010724008
17383,1010724010
17384,1010724011
17385,1010724012
17386,1010724013
17387,1010724014
17388,1010724015
17389,1010724016
17390,1010724017
17391,1010724018
17392,1010725001
17393,1010725002
17394,1010725003
17395,1010725004
17396,1010725005
17397,1010725006
17398,1010725007
17399,1010725008
